"Domain Code","Domain","Item Code","Item","Description","HS Code","HS07 Code","HS12 Code","CPC Code"
"GB","Emissions: Burning - Crop Residues","15","Wheat","Triticum spp.: common (T. aestivum) durum (T. durum) spelt (T. spelta). Common and durum wheat are the main types. Among common wheat, the main varieties are spring and winter, hard and soft, and red and white. At the national level, different varieties should be reported separately, reflecting their different uses. Used mainly for human food.","","100110, 100190","100111, 100119, 100191, 100199","0111"
"GA","Emissions: Crop Residues","1712","All Crops","","","","",""
"GA","Emissions: Crop Residues","44","Barley","Hordeum spp.: two-row barley (H. disticum) six-row barley (H. hexasticum) four-row barley (H. vulgare). Tolerates poorer soils and lower temperatures better than does wheat. Varieties include with husk and without (naked). Used as a livestock feed, for malt and for preparing foods. The roasted grains are a coffee substitute.","","100300","100310, 100390","0115"
"GA","Emissions: Crop Residues","176","Beans, dry","Phaseolus spp.: kidney, haricot bean (Ph. vulgaris); lima, butter bean (Ph. lunatus); adzuki bean (Ph. angularis); mungo bean, golden, green gram (Ph. aureus); black gram, urd (Ph. mungo); scarlet runner bean (Ph. coccineus); rice bean (Ph. calcaratus); moth bean (Ph. aconitifolius); tepary bean (Ph. acutifolius). Only species of Phaseolus should be included, though several countries also include certain types of beans. Commonly classified as Vigna (angularis, mungo, radiata, aconitifolia). In the past, these species were also classified as Phaseolus.","","071331, 071332, 071333, 071339","071331, 071332, 071333, 071339","01701"
"GA","Emissions: Crop Residues","56","Maize","Zea mays Corn, Indian corn, mealies. A grain with a high germ content. At the national level, hybrid and ordinary maize should be reported separately owing to widely different yields and uses. Used largely for animal feed and commercial starch production.","","100510, 100590","100510, 100590","0112"
"GA","Emissions: Crop Residues","79","Millet","Including inter alia: barnyard or Japanese millet (Echinocloa frumentacea); ragi, finger or African millet (Eleusine coracana); teff (Eragrostis abyssinica); common, golden or proso millet (Panicum miliaceum); koda or ditch millet (Paspalum scrobiculatum); pearl or cattail millet (Pennisetum glaucum); foxtail millet (Setaria italica). Small-grained cereals that include a large number of different botanical species. Originated by the domestication of wild African grasses in the Nile valley and the Sahel zone, millets were subsequently taken to China and India. These cereals tolerate arid conditions and possess a small, highly nutritious grain that stores well. Used locally, both as a food and as a livestock feed. In all areas where they are cultivated, millets are used in traditional beer brewing. Also used as a feed for birds.","","100820","100821, 100829","0118"
"GA","Emissions: Crop Residues","75","Oats","Avena spp., mainly Avena sativa. A plant with open, spreading panicle-bearing large spikelets. Used primarily in breakfast foods. Makes excellent fodder for horses.","","100400","100410, 100490","0117"
"GA","Emissions: Crop Residues","116","Potatoes","Solanum tuberosum Irish potato. A seasonal crop grown in temperate zones all over the world, but primarily in the northern hemisphere.","","070110, 070190","070110, 070190","01510"
"GA","Emissions: Crop Residues","27","Rice, paddy","Oryza spp., mainly oryza sativa. Rice grain after threshing and winnowing. Also known as rice in the husk and rough rice. Used mainly for human food.","","100610","100610","0113"
"GA","Emissions: Crop Residues","71","Rye","Secale cereale. A grain that is tolerant of poor soils, high latitudes and altitudes. Mainly used in making bread, whisky and beer. When fed to livestock, it is generally mixed with other grains.","","100200","100210, 100290","0116"
"GA","Emissions: Crop Residues","83","Sorghum","Sorghum spp.: guinea corn (S. guineense); common, milo, feterita, kaffir corn (S. vulgare); durra, jowar, kaoliang (S. dura). A cereal that has both food and feed uses. Sorghum is a major food grain in most of Africa, where it is also used in traditional beer brewing. It is desirable to report hybrid and other varieties separately.","","100700","100710, 100790","0114"
"GA","Emissions: Crop Residues","236","Soybeans","Glycine soja. The most important oil crop. Also widely consumed as a bean and in the form of various derived products because of its high protein content, e.g. soya milk, meat, etc.","","120100","120110, 120190","0141"
"GA","Emissions: Crop Residues","15","Wheat","Triticum spp.: common (T. aestivum) durum (T. durum) spelt (T. spelta). Common and durum wheat are the main types. Among common wheat, the main varieties are spring and winter, hard and soft, and red and white. At the national level, different varieties should be reported separately, reflecting their different uses. Used mainly for human food.","","100110, 100190","100111, 100119, 100191, 100199","0111"
"GV","Emissions: Drained organic soils","6727","Cropland organic soils","","","","",""
"GV","Emissions: Drained organic soils","6729","Drained organic soils","","","","",""
"GV","Emissions: Drained organic soils","6728","Grassland organic soils","","","","",""
"GN","Emissions: Energy Use","6809","Coal","","","","",""
"GN","Emissions: Energy Use","6807","Electricity","","","","",""
"GN","Emissions: Energy Use","6811","Energy used in fishery","","","","",""
"GN","Emissions: Energy Use","6804","Fuel oil","","","","",""
"GN","Emissions: Energy Use","6806","Fuel oil used in fisheries","","","","",""
"GN","Emissions: Energy Use","6801","Gas-Diesel oil","","","","",""
"GN","Emissions: Energy Use","6803","Gas-diesel oils used in fisheries","","","","",""
"GN","Emissions: Energy Use","6805","Liquefied petroleum gas (LPG)","","","","",""
"GN","Emissions: Energy Use","6800","Motor Gasoline","","","","",""
"GN","Emissions: Energy Use","6802","Natural gas (including LNG)","","","","",""
"GN","Emissions: Energy Use","6813","Total Energy","","","","",""
"GN","Emissions: Energy Use","6812","Total Energy (excl. electricity)","","","","",""
"GE","Emissions: Enteric Fermentation","1755","All Animals","","","","",""
"GE","Emissions: Enteric Fermentation","1107","Asses","Equus asinus. See 866.","","010110, 010190","010130","02132"
"GE","Emissions: Enteric Fermentation","946","Buffaloes","Indian, Asiatic, pigmy, water buffalo (Bubalus bubalus; B. arnee; B. depressicornis); African buffalo (genus Syncerus); American bison (Bison bison); European bison (Bison bonasus); beeffalo (cross between a bison and a domesticated beef animal). See 866. Excludes wild bisons and buffaloes.","","010210, 010290","010231, 010239","02112"
"GE","Emissions: Enteric Fermentation","1126","Camels","Bactrian camel (Camelus bactrianus); Arabian camel (C. dromedarius). See 866.","","010619","010613","02121.01"
"GE","Emissions: Enteric Fermentation","1760","Camels and Llamas","","","","",""
"GE","Emissions: Enteric Fermentation","1757","Cattle","","","","",""
"GE","Emissions: Enteric Fermentation","960","Cattle, dairy","Common ox (Bos taurus); zebu, humped ox (Bos indicus); Asiatic ox (subgenus Bibos); Tibetan yak (Poephagus grunniens). Animals of the genus listed, that are producing milk in commercial quantities for human consumption.","","","",""
"GE","Emissions: Enteric Fermentation","961","Cattle, non-dairy","Common ox (Bos taurus); zebu, humped ox (Bos indicus); Asiatic ox (subgenus Bibos); Tibetan yak (Poephagus grunniens). Animals of the genus listed, that are produce calves for meat or to provide draft power.","","","",""
"GE","Emissions: Enteric Fermentation","1016","Goats","Capra spp.. See 866. Includes Hircus, Ibex, Nubiana, Pyrenaica, Tibetana, Kashmir and Angora.","","010420","010420","02123"
"GE","Emissions: Enteric Fermentation","1096","Horses","Equus caballus. See 866.","","010110, 010190","010121, 010129","02131"
"GE","Emissions: Enteric Fermentation","1177","Llamas","See Other camelids.","","","",""
"GE","Emissions: Enteric Fermentation","1110","Mules","Includes hinnies. Mules are offspring of a male ass and a female horse (mare); a hinny is the offspring of a female ass and a male horse (stallion). Both are sterile. See 866.","","010190","010190","02133"
"GE","Emissions: Enteric Fermentation","1759","Mules and Asses","","","","",""
"GE","Emissions: Enteric Fermentation","976","Sheep","Ovis spp.. See 866. Includes Uriel, Argali, Bighorn, Karakul and Astrakhan.","","010410","010410","02122"
"GE","Emissions: Enteric Fermentation","1749","Sheep and Goats","","","","",""
"GE","Emissions: Enteric Fermentation","1048","Swine","","","","",""
"GE","Emissions: Enteric Fermentation","1051","Swine, breeding","","","","",""
"GE","Emissions: Enteric Fermentation","1049","Swine, market","","","","",""
"GI","Emissions: Fires","6793","Closed and open shrubland","","","","",""
"GI","Emissions: Fires","6791","Closed shrubland","","","","",""
"GI","Emissions: Fires","6993","Fires in organic soils","","","","",""
"GI","Emissions: Fires","6992","Forest fires","","","","",""
"GI","Emissions: Fires","6794","Grassland","","","","",""
"GI","Emissions: Fires","6796","Humid tropical forest","","","","",""
"GI","Emissions: Fires","6792","Open shrubland","","","","",""
"GI","Emissions: Fires","6797","Other forest","","","","",""
"GI","Emissions: Fires","6760","Savanna","A lowland, tropical or subtropical vegetation formation, characterized by a continuous grassland cover occasionally interrupted by trees and shrubs.","","","",""
"GI","Emissions: Fires","6790","Savanna and woody savanna","","","","",""
"GI","Emissions: Fires","6795","Savanna fires","","","","",""
"GI","Emissions: Fires","6789","Woody savanna","","","","",""
"GF","Emissions: Forests","6749","Carbon stock change in forests","","","","",""
"GF","Emissions: Forests","6751","Forestland","","","","",""
"GF","Emissions: Forests","6750","Net Forest conversion","The net forest conversion is calculated as the difference of forest area for two consecutive years, consistently with IPCC approach 1. The term “net” indicates that no further specification on the underlying dynamics of the computed land area change is possible. Greenhouse gas emissions consist of the net contribution of CO2 sources and sinks due to deforestation, reforestation and afforestation activities within countries.","","","",""
"GU","Emissions: Manure applied to Soils","1755","All Animals","","","","",""
"GU","Emissions: Manure applied to Soils","1107","Asses","Equus asinus. See 866.","","010110, 010190","010130","02132"
"GU","Emissions: Manure applied to Soils","946","Buffaloes","Indian, Asiatic, pigmy, water buffalo (Bubalus bubalus; B. arnee; B. depressicornis); African buffalo (genus Syncerus); American bison (Bison bison); European bison (Bison bonasus); beeffalo (cross between a bison and a domesticated beef animal). See 866. Excludes wild bisons and buffaloes.","","010210, 010290","010231, 010239","02112"
