Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1961F,Y1962,Y1962F,Y1963,Y1963F,Y1964,Y1964F,Y1965,Y1965F,Y1966,Y1966F,Y1967,Y1967F,Y1968,Y1968F,Y1969,Y1969F,Y1970,Y1970F,Y1971,Y1971F,Y1972,Y1972F,Y1973,Y1973F,Y1974,Y1974F,Y1975,Y1975F,Y1976,Y1976F,Y1977,Y1977F,Y1978,Y1978F,Y1979,Y1979F,Y1980,Y1980F,Y1981,Y1981F,Y1982,Y1982F,Y1983,Y1983F,Y1984,Y1984F,Y1985,Y1985F,Y1986,Y1986F,Y1987,Y1987F,Y1988,Y1988F,Y1989,Y1989F,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F
"156","New Zealand","1726","Pulses, Total","5510","Production","tonnes","25330.000000","A","20764.000000","A","27229.000000","A","29984.000000","A","23890.000000","A","28797.000000","A","32195.000000","A","36278.000000","A","56617.000000","A","49207.000000","A","51444.000000","A","57518.000000","A","59733.000000","A","52892.000000","A","47522.000000","A","54515.000000","A","45023.000000","A","59051.000000","A","63407.000000","A","69252.000000","A","54379.000000","A","52603.000000","A","76832.000000","A","76200.000000","A","76600.000000","A","66500.000000","A","109036.000000","A","77808.000000","A","52307.000000","A","63444.000000","A","70645.000000","A","81290.000000","A","68318.000000","A","63400.000000","A","59448.000000","A","47973.000000","A","51450.000000","A","67200.000000","A","53200.000000","A","65000.000000","A","38700.000000","A","30457.000000","A","34502.000000","A","35214.000000","A","31868.000000","A","24006.000000","A","22900.000000","A","21910.000000","A","22646.000000","A","40894.000000","A","36974.000000","A","23013.000000","A","26380.000000","A","29248.000000","A","24056.000000","A","21592.000000","A","21105.000000","A","20229.000000","A","19353.000000","A"
"156","New Zealand","1720","Roots and Tubers, Total","5312","Area harvested","ha","11278.000000","A","11288.000000","A","11668.000000","A","12349.000000","A","13692.000000","A","13399.000000","A","8409.000000","A","9919.000000","A","10614.000000","A","10373.000000","A","8703.000000","A","8353.000000","A","9488.000000","A","8456.000000","A","9302.000000","A","10019.000000","A","10408.000000","A","10290.000000","A","8487.000000","A","8322.000000","A","8297.000000","A","9221.000000","A","9493.000000","A","10374.000000","A","9833.000000","A","9257.000000","A","10027.000000","A","9528.000000","A","9638.000000","A","8778.000000","A","8550.000000","A","10511.000000","A","9918.000000","A","10572.000000","A","11638.000000","A","11217.000000","A","11100.000000","A","15220.000000","A","13000.000000","A","13027.000000","A","12312.000000","A","12067.000000","A","11966.000000","A","12280.000000","A","12312.000000","A","13117.000000","A","11314.000000","A","12100.000000","A","12434.000000","A","11811.000000","A","12108.000000","A","12806.000000","A","11738.000000","A","10469.000000","A","10516.000000","A","10588.000000","A","10591.000000","A","11055.000000","A","11519.000000","A"
"156","New Zealand","1720","Roots and Tubers, Total","5419","Yield","hg/ha","210557.000000","Fc","210194.000000","Fc","198482.000000","Fc","198044.000000","Fc","214901.000000","Fc","207757.000000","Fc","271094.000000","Fc","288753.000000","Fc","294256.000000","Fc","293952.000000","Fc","294045.000000","Fc","299163.000000","Fc","294130.000000","Fc","257169.000000","Fc","250497.000000","Fc","253612.000000","Fc","265746.000000","Fc","245416.000000","Fc","249412.000000","Fc","275565.000000","Fc","264042.000000","Fc","266263.000000","Fc","279197.000000","Fc","291682.000000","Fc","284734.000000","Fc","303770.000000","Fc","290585.000000","Fc","293766.000000","Fc","293837.000000","Fc","310321.000000","Fc","322807.000000","Fc","320236.000000","Fc","433656.000000","Fc","419788.000000","Fc","432463.000000","Fc","430686.000000","Fc","423423.000000","Fc","337122.000000","Fc","397692.000000","Fc","397252.000000","Fc","419103.000000","Fc","427612.000000","Fc","432475.000000","Fc","423453.000000","Fc","420322.000000","Fc","394755.000000","Fc","437688.000000","Fc","428264.000000","Fc","448287.000000","Fc","456567.000000","Fc","448067.000000","Fc","449890.000000","Fc","443682.000000","Fc","439600.000000","Fc","446553.000000","Fc","447180.000000","Fc","451040.000000","Fc","455693.000000","Fc","456274.000000","Fc"
"156","New Zealand","1720","Roots and Tubers, Total","5510","Production","tonnes","237466.000000","A","237267.000000","A","231589.000000","A","244564.000000","A","294242.000000","A","278374.000000","A","227963.000000","A","286414.000000","A","312323.000000","A","304916.000000","A","255907.000000","A","249891.000000","A","279071.000000","A","217462.000000","A","233012.000000","A","254094.000000","A","276588.000000","A","252533.000000","A","211676.000000","A","229325.000000","A","219076.000000","A","245521.000000","A","265042.000000","A","302591.000000","A","279979.000000","A","281200.000000","A","291370.000000","A","279900.000000","A","283200.000000","A","272400.000000","A","276000.000000","A","336600.000000","A","430100.000000","A","443800.000000","A","503300.000000","A","483100.000000","A","470000.000000","A","513100.000000","A","517000.000000","A","517500.000000","A","516000.000000","A","516000.000000","A","517500.000000","A","520000.000000","A","517500.000000","A","517800.000000","A","495200.000000","A","518200.000000","A","557400.000000","A","539251.000000","A","542520.000000","A","576129.000000","A","520794.000000","A","460217.000000","A","469595.000000","A","473474.000000","A","477696.000000","A","503769.000000","A","525582.000000","A"
"156","New Zealand","1729","Treenuts, Total","5312","Area harvested","ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","515.000000","A","551.000000","A","483.000000","A","500.000000","A","500.000000","A","518.000000","A","500.000000","A","498.000000","A","500.000000","A","515.000000","A","500.000000","A","551.000000","A","574.000000","A","500.000000","A","499.000000","A","500.000000","A","500.000000","A","455.000000","A","450.000000","A","368.000000","A"
"156","New Zealand","1729","Treenuts, Total","5510","Production","tonnes","178.000000","A","152.000000","A","180.000000","A","150.000000","A","130.000000","A","100.000000","A","100.000000","A","70.000000","A","70.000000","A","97.000000","A","86.000000","A","122.000000","A","130.000000","A","130.000000","A","130.000000","A","130.000000","A","130.000000","A","50.000000","A","55.000000","A","132.000000","A","0.000000","A",,,,,,,,,,,,,,,,,,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"156","New Zealand","1735","Vegetables Primary","5312","Area harvested","ha","15101.000000","A","16578.000000","A","17346.000000","A","19410.000000","A","18887.000000","A","15532.000000","A","15673.000000","A","17255.000000","A","21330.000000","A","20634.000000","A","19872.000000","A","20481.000000","A","21341.000000","A","22439.000000","A","22356.000000","A","22724.000000","A","26267.000000","A","26667.000000","A","24874.000000","A","23191.000000","A","23589.000000","A","26667.000000","A","29370.000000","A","33225.000000","A","36864.000000","A","43305.000000","A","56761.000000","A","45603.000000","A","40165.000000","A","41410.000000","A","44731.000000","A","29317.000000","A","32931.000000","A","46884.000000","A","51689.000000","A","47104.000000","A","51582.000000","A","51195.000000","A","46369.000000","A","47149.000000","A","45373.000000","A","44068.000000","A","46488.000000","A","43958.000000","A","44814.000000","A","43191.000000","A","41873.000000","A","40885.000000","A","43792.000000","A","40462.000000","A","42712.000000","A","44431.000000","A","43422.000000","A","43974.000000","A","42913.000000","A","41494.000000","A","35816.000000","A","37781.000000","A","36372.000000","A"
"156","New Zealand","1735","Vegetables Primary","5419","Yield","hg/ha","147304.000000","Fc","142301.000000","Fc","155783.000000","Fc","148423.000000","Fc","147652.000000","Fc","136558.000000","Fc","143477.000000","Fc","144275.000000","Fc","134259.000000","Fc","133269.000000","Fc","131123.000000","Fc","145050.000000","Fc","151069.000000","Fc","145316.000000","Fc","141772.000000","Fc","132197.000000","Fc","132197.000000","Fc","143389.000000","Fc","151038.000000","Fc","170793.000000","Fc","154597.000000","Fc","152827.000000","Fc","140575.000000","Fc","137050.000000","Fc","126462.000000","Fc","107339.000000","Fc","86665.000000","Fc","114725.000000","Fc","126732.000000","Fc","141531.000000","Fc","139255.000000","Fc","208878.000000","Fc","216173.000000","Fc","233929.000000","Fc","214871.000000","Fc","223406.000000","Fc","177719.000000","Fc","168231.000000","Fc","200233.000000","Fc","211665.000000","Fc","210538.000000","Fc","208741.000000","Fc","200143.000000","Fc","213140.000000","Fc","204020.000000","Fc","226060.000000","Fc","235762.000000","Fc","233725.000000","Fc","214325.000000","Fc","223701.000000","Fc","208784.000000","Fc","220228.000000","Fc","219164.000000","Fc","231329.000000","Fc","230241.000000","Fc","235737.000000","Fc","252838.000000","Fc","242912.000000","Fc","257856.000000","Fc"
"156","New Zealand","1735","Vegetables Primary","5510","Production","tonnes","222444.000000","A","235907.000000","A","270221.000000","A","288090.000000","A","278870.000000","A","212102.000000","A","224871.000000","A","248947.000000","A","286375.000000","A","274987.000000","A","260568.000000","A","297077.000000","A","322396.000000","A","326075.000000","A","316946.000000","A","300404.000000","A","347241.000000","A","382376.000000","A","375692.000000","A","396086.000000","A","364678.000000","A","407543.000000","A","412870.000000","A","455350.000000","A","466190.000000","A","464830.000000","A","491920.000000","A","523180.000000","A","509020.000000","A","586080.000000","A","622900.000000","A","612369.000000","A","711880.000000","A","1096755.000000","A","1110649.000000","A","1052330.000000","A","916710.000000","A","861257.000000","A","928461.000000","A","997977.000000","A","955274.000000","A","919878.000000","A","930423.000000","A","936922.000000","A","914294.000000","A","976374.000000","A","987206.000000","A","955586.000000","A","938574.000000","A","905140.000000","A","891758.000000","A","978495.000000","A","951655.000000","A","1017248.000000","A","988033.000000","A","978166.000000","A","905564.000000","A","917746.000000","A","937874.000000","A"
"160","Niue","486","Bananas","5312","Area harvested","ha","110.000000","F","101.000000","","101.000000","","101.000000","","111.000000","","111.000000","","111.000000","","111.000000","","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","110.000000","F","33.000000","","34.000000","F","35.000000","F","36.000000","Im","36.000000","Im","37.000000","Im","37.000000","Im","37.000000","Im","38.000000","Im","38.000000","Im","38.000000","Im","38.000000","Im","39.000000","Im","39.000000","Im","39.000000","Im","39.000000","Im","39.000000","Im","40.000000","F","40.000000","Im","40.000000","Im","40.000000","Im","40.000000","Im","40.000000","F","40.000000","Im","40.000000","Im","40.000000","Im","40.000000","Im","41.000000","Im","41.000000","Im","41.000000","Im"
"160","Niue","486","Bananas","5419","Yield","hg/ha","20455.000000","Fc","14851.000000","Fc","17327.000000","Fc","25743.000000","Fc","19820.000000","Fc","38739.000000","Fc","40541.000000","Fc","45045.000000","Fc","45455.000000","Fc","45455.000000","Fc","45455.000000","Fc","45455.000000","Fc","45455.000000","Fc","45455.000000","Fc","45455.000000","Fc","45455.000000","Fc","45455.000000","Fc","45455.000000","Fc","45455.000000","Fc","46364.000000","Fc","47273.000000","Fc","48182.000000","Fc","49091.000000","Fc","50000.000000","Fc","50000.000000","Fc","50909.000000","Fc","51364.000000","Fc","51818.000000","Fc","52727.000000","Fc","21212.000000","Fc","20882.000000","Fc","20857.000000","Fc","20556.000000","Fc","20833.000000","Fc","20541.000000","Fc","20541.000000","Fc","20811.000000","Fc","20263.000000","Fc","20526.000000","Fc","20526.000000","Fc","20789.000000","Fc","20256.000000","Fc","20256.000000","Fc","20256.000000","Fc","20256.000000","Fc","20513.000000","Fc","20000.000000","Fc","20000.000000","Fc","20000.000000","Fc","20000.000000","Fc","20000.000000","Fc","20000.000000","Fc","20000.000000","Fc","20000.000000","Fc","20250.000000","Fc","20250.000000","Fc","19756.000000","Fc","19756.000000","Fc","19756.000000","Fc"
"160","Niue","486","Bananas","5510","Production","tonnes","225.000000","F","150.000000","F","175.000000","F","260.000000","F","220.000000","F","430.000000","F","450.000000","F","500.000000","F","500.000000","F","500.000000","F","500.000000","F","500.000000","F","500.000000","F","500.000000","F","500.000000","F","500.000000","F","500.000000","F","500.000000","F","500.000000","F","510.000000","*","520.000000","*","530.000000","F","540.000000","F","550.000000","F","550.000000","F","560.000000","F","565.000000","F","570.000000","F","580.000000","F","70.000000","","71.000000","Im","73.000000","Im","74.000000","Im","75.000000","Im","76.000000","Im","76.000000","Im","77.000000","Im","77.000000","Im","78.000000","Im","78.000000","Im","79.000000","Im","79.000000","Im","79.000000","Im","79.000000","Im","79.000000","Im","80.000000","Im","80.000000","F","80.000000","Im","80.000000","Im","80.000000","Im","80.000000","Im","80.000000","F","80.000000","Im","80.000000","Im","81.000000","Im","81.000000","Im","81.000000","Im","81.000000","Im","81.000000","Im"
"160","Niue","125","Cassava","5312","Area harvested","ha","10.000000","F","10.000000","F","10.000000","F","10.000000","F","10.000000","F","10.000000","","10.000000","","10.000000","","10.000000","","10.000000","","10.000000","","10.000000","","10.000000","","23.000000","","22.000000","","22.000000","","22.000000","","16.000000","","13.000000","*","13.000000","*","13.000000","*","13.000000","F","12.000000","F","11.000000","F","10.000000","F","9.000000","F","9.000000","F","8.000000","F","7.000000","","7.000000","","7.000000","F","7.000000","F","7.000000","F","7.000000","Im","7.000000","Im","7.000000","Im","7.000000","Im","7.000000","Im","7.000000","Im","7.000000","Im","8.000000","Im","8.000000","Im","8.000000","Im","8.000000","Im","8.000000","Im","7.000000","F","10.000000","F","8.000000","Im","8.000000","Im","8.000000","Im","8.000000","Im","7.000000","F","7.000000","F","7.000000","Im","7.000000","Im","7.000000","Im","7.000000","Im","7.000000","Im","7.000000","Im"
"160","Niue","125","Cassava","5419","Yield","hg/ha","100000.000000","Fc","100000.000000","Fc","100000.000000","Fc","100000.000000","Fc","100000.000000","Fc","45000.000000","Fc","48000.000000","Fc","48000.000000","Fc","50000.000000","Fc","52000.000000","Fc","54000.000000","Fc","54000.000000","Fc","55000.000000","Fc","29565.000000","Fc","30909.000000","Fc","31818.000000","Fc","31818.000000","Fc","40000.000000","Fc","38462.000000","Fc","38462.000000","Fc","38462.000000","Fc","38462.000000","Fc","40000.000000","Fc","41818.000000","Fc","44000.000000","Fc","46667.000000","Fc","44444.000000","Fc","47500.000000","Fc","50000.000000","Fc","50000.000000","Fc","50000.000000","Fc","51429.000000","Fc","51429.000000","Fc","51429.000000","Fc","52857.000000","Fc","52857.000000","Fc","52857.000000","Fc","52857.000000","Fc","52857.000000","Fc","54286.000000","Fc","47500.000000","Fc","47500.000000","Fc","47500.000000","Fc","48750.000000","Fc","48750.000000","Fc","51429.000000","Fc","50000.000000","Fc","51250.000000","Fc","52500.000000","Fc","52500.000000","Fc","52500.000000","Fc","57143.000000","Fc","60000.000000","Fc","61429.000000","Fc","61429.000000","Fc","61429.000000","Fc","61429.000000","Fc","61429.000000","Fc","62857.000000","Fc"
"160","Niue","125","Cassava","5510","Production","tonnes","100.000000","F","100.000000","F","100.000000","F","100.000000","F","100.000000","F","45.000000","F","48.000000","F","48.000000","F","50.000000","F","52.000000","F","54.000000","F","54.000000","F","55.000000","F","68.000000","F","68.000000","F","70.000000","F","70.000000","F","64.000000","","50.000000","","50.000000","*","50.000000","*","50.000000","*","48.000000","F","46.000000","F","44.000000","F","42.000000","F","40.000000","F","38.000000","F","35.000000","","35.000000","","35.000000","Im","36.000000","F","36.000000","Im","36.000000","Im","37.000000","Im","37.000000","Im","37.000000","Im","37.000000","Im","37.000000","Im","38.000000","Im","38.000000","Im","38.000000","Im","38.000000","Im","39.000000","Im","39.000000","Im","36.000000","Im","50.000000","F","41.000000","Im","42.000000","Im","42.000000","Im","42.000000","Im","40.000000","F","42.000000","F","43.000000","Im","43.000000","Im","43.000000","Im","43.000000","Im","43.000000","Im","44.000000","Im"
"160","Niue","249","Coconuts","5312","Area harvested","ha","2000.000000","F","2000.000000","F","2200.000000","F","2500.000000","F","2000.000000","F","2023.000000","","2023.000000","","2023.000000","","2023.000000","","2023.000000","","2023.000000","","2023.000000","","2025.000000","","2500.000000","F","2500.000000","F","2000.000000","F","2500.000000","F","2500.000000","F","2500.000000","F","2500.000000","F","2510.000000","F","2500.000000","","2200.000000","F","2000.000000","F","2000.000000","F","2000.000000","F","2500.000000","F","2500.000000","F","2500.000000","","2500.000000","","3592.000000","Im","3608.000000","Im","3622.000000","Im","3539.000000","Im","3440.000000","Im","3125.000000","F","3462.000000","Im","3383.000000","Im","3316.000000","Im","3259.000000","Im","3167.000000","Im","3163.000000","Im","3174.000000","Im","3169.000000","Im","3212.000000","Im","3265.000000","Im","3150.000000","F","3314.000000","Im","3322.000000","Im","3235.000000","Im","3250.000000","F","3300.000000","F","3300.000000","F","3296.000000","Im","3321.000000","Im","3357.000000","Im","3359.000000","Im","3361.000000","Im","3366.000000","Im"
"160","Niue","249","Coconuts","5419","Yield","hg/ha","11850.000000","Fc","16250.000000","Fc","21682.000000","Fc","24000.000000","Fc","25000.000000","Fc","19773.000000","Fc","17301.000000","Fc","14829.000000","Fc","13841.000000","Fc","17301.000000","Fc","16807.000000","Fc","16807.000000","Fc","17778.000000","Fc","18400.000000","Fc","13200.000000","Fc","11500.000000","Fc","12000.000000","Fc","10000.000000","Fc","13200.000000","Fc","13200.000000","Fc","13147.000000","Fc","13600.000000","Fc","13636.000000","Fc","13500.000000","Fc","12500.000000","Fc","11500.000000","Fc","8800.000000","Fc","8000.000000","Fc","8000.000000","Fc","4000.000000","Fc","5568.000000","Fc","5884.000000","Fc","6193.000000","Fc","6491.000000","Fc","6770.000000","Fc","8000.000000","Fc","7221.000000","Fc","7390.000000","Fc","7539.000000","Fc","7671.000000","Fc","7761.000000","Fc","7828.000000","Fc","7880.000000","Fc","7955.000000","Fc","7905.000000","Fc","7844.000000","Fc","8254.000000","Fc","7646.000000","Fc","7547.000000","Fc","7419.000000","Fc","7385.000000","Fc","7879.000000","Fc","7879.000000","Fc","7888.000000","Fc","7829.000000","Fc","7745.000000","Fc","7740.000000","Fc","7736.000000","Fc","7730.000000","Fc"
"160","Niue","249","Coconuts","5510","Production","tonnes","2370.000000","F","3250.000000","F","4770.000000","F","6000.000000","F","5000.000000","F","4000.000000","F","3500.000000","F","3000.000000","F","2800.000000","F","3500.000000","F","3400.000000","F","3400.000000","F","3600.000000","F","4600.000000","F","3300.000000","F","2300.000000","F","3000.000000","F","2500.000000","F","3300.000000","F","3300.000000","F","3300.000000","F","3400.000000","","3000.000000","F","2700.000000","F","2500.000000","F","2300.000000","F","2200.000000","F","2000.000000","F","2000.000000","","1000.000000","","2000.000000","F","2123.000000","Im","2243.000000","Im","2297.000000","Im","2329.000000","Im","2500.000000","*","2500.000000","*","2500.000000","*","2500.000000","*","2500.000000","*","2458.000000","Im","2476.000000","Im","2501.000000","Im","2521.000000","Im","2539.000000","Im","2561.000000","Im","2600.000000","F","2534.000000","Im","2507.000000","Im","2400.000000","*","2400.000000","*","2600.000000","*","2600.000000","*","2600.000000","*","2600.000000","*","2600.000000","*","2600.000000","*","2600.000000","*","2602.000000","Im"
"160","Niue","512","Fruit, citrus nes","5312","Area harvested","ha","4.000000","F","4.000000","F","5.000000","F","6.000000","F","7.000000","F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","","0.000000","","0.000000","",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M"
"160","Niue","512","Fruit, citrus nes","5419","Yield","hg/ha","27500.000000","Fc","32500.000000","Fc","30000.000000","Fc","30000.000000","Fc","28571.000000","Fc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160","Niue","512","Fruit, citrus nes","5510","Production","tonnes","11.000000","F","13.000000","F","15.000000","F","18.000000","F","20.000000","F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","","0.000000","","0.000000","",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M"
"160","Niue","619","Fruit, fresh nes","5312","Area harvested","ha",,,,,,,,,,,"260.000000","F","280.000000","F","300.000000","F","320.000000","F","340.000000","F","350.000000","F","360.000000","F","370.000000","*","387.000000","","407.000000","*","410.000000","F","410.000000","F","410.000000","F","410.000000","F","410.000000","F","410.000000","F","410.000000","","500.000000","F","430.000000","F","450.000000","F","450.000000","F","460.000000","F","470.000000","F","475.000000","F","480.000000","F","490.000000","F","488.000000","Im","495.000000","F","519.000000","Im","537.000000","Im","555.000000","Im","574.000000","Im","593.000000","Im","614.000000","Im","634.000000","Im","656.000000","Im","678.000000","Im","700.000000","Im","724.000000","Im","747.000000","Im","771.000000","Im","796.000000","Im","822.000000","Im","850.000000","Im","881.000000","Im","920.000000","Im","1000.000000","F","1062.000000","Im","1054.000000","Im","1065.000000","Im","1085.000000","Im","1118.000000","Im","1152.000000","Im","1187.000000","Im"
"160","Niue","619","Fruit, fresh nes","5419","Yield","hg/ha",,,,,,,,,,,"4423.000000","Fc","4286.000000","Fc","4333.000000","Fc","4844.000000","Fc","6471.000000","Fc","7143.000000","Fc","6944.000000","Fc","6757.000000","Fc","7752.000000","Fc","8600.000000","Fc","9756.000000","Fc","10317.000000","Fc","9659.000000","Fc","11122.000000","Fc","11220.000000","Fc","13415.000000","Fc","11220.000000","Fc","12000.000000","Fc","11163.000000","Fc","11111.000000","Fc","11333.000000","Fc","11304.000000","Fc","11277.000000","Fc","11368.000000","Fc","6250.000000","Fc","5918.000000","Fc","5881.000000","Fc","5838.000000","Fc","5780.000000","Fc","5736.000000","Fc","5694.000000","Fc","5645.000000","Fc","5599.000000","Fc","5537.000000","Fc","5505.000000","Fc","5457.000000","Fc","5398.000000","Fc","5357.000000","Fc","5304.000000","Fc","5274.000000","Fc","5227.000000","Fc","5176.000000","Fc","5134.000000","Fc","5071.000000","Fc","4994.000000","Fc","4891.000000","Fc","4650.000000","Fc","4444.000000","Fc","4554.000000","Fc","4638.000000","Fc","4581.000000","Fc","4526.000000","Fc","4479.000000","Fc","4423.000000","Fc"
"160","Niue","619","Fruit, fresh nes","5510","Production","tonnes","65.000000","F","70.000000","F","75.000000","F","80.000000","F","85.000000","F","115.000000","F","120.000000","F","130.000000","F","155.000000","F","220.000000","F","250.000000","F","250.000000","F","250.000000","F","300.000000","F","350.000000","F","400.000000","F","423.000000","","396.000000","","456.000000","","460.000000","F","550.000000","F","460.000000","","600.000000","F","480.000000","F","500.000000","F","510.000000","F","520.000000","F","530.000000","F","540.000000","F","300.000000","F","290.000000","Im","287.000000","Im","289.000000","Im","300.000000","Im","308.000000","Im","316.000000","Im","324.000000","Im","332.000000","Im","340.000000","Im","349.000000","Im","358.000000","Im","366.000000","Im","375.000000","Im","384.000000","Im","394.000000","Im","403.000000","Im","412.000000","Im","422.000000","Im","431.000000","Im","440.000000","Im","450.000000","Im","465.000000","F","472.000000","Im","480.000000","Im","494.000000","Im","497.000000","Im","506.000000","Im","516.000000","Im","525.000000","Im"
"160","Niue","603","Fruit, tropical fresh nes","5312","Area harvested","ha","4.000000","F","4.000000","F","4.000000","F","4.000000","F","4.000000","F",,,,,,,"100.000000","F","150.000000","F","200.000000","F","130.000000","F","130.000000","F","180.000000","F","300.000000","F","250.000000","F","350.000000","F","400.000000","F","400.000000","F","350.000000","F","400.000000","F","300.000000","F","300.000000","F","300.000000","F","300.000000","F","300.000000","F","300.000000","F","300.000000","F","300.000000","F","100.000000","F","104.000000","Im","110.000000","Im","115.000000","Im","119.000000","Im","124.000000","Im","129.000000","Im","133.000000","Im","138.000000","Im","142.000000","Im","147.000000","Im","151.000000","Im","156.000000","Im","161.000000","Im","165.000000","Im","170.000000","Im","174.000000","Im","179.000000","Im","184.000000","Im","188.000000","Im","193.000000","Im","197.000000","Im","202.000000","Im","207.000000","Im","215.000000","F","214.000000","Im","218.000000","Im","220.000000","Im","224.000000","Im","231.000000","Im"
"160","Niue","603","Fruit, tropical fresh nes","5419","Yield","hg/ha","10000.000000","Fc","10000.000000","Fc","12500.000000","Fc","12500.000000","Fc","15000.000000","Fc",,,,,,,"15000.000000","Fc","14667.000000","Fc","15000.000000","Fc","15385.000000","Fc","15385.000000","Fc","15556.000000","Fc","16667.000000","Fc","16000.000000","Fc","15714.000000","Fc","15000.000000","Fc","15000.000000","Fc","15714.000000","Fc","15000.000000","Fc","16667.000000","Fc","16667.000000","Fc","16667.000000","Fc","16667.000000","Fc","16667.000000","Fc","16667.000000","Fc","16667.000000","Fc","16667.000000","Fc","10000.000000","Fc","10096.000000","Fc","10091.000000","Fc","10087.000000","Fc","10168.000000","Fc","10081.000000","Fc","10000.000000","Fc","10075.000000","Fc","10000.000000","Fc","10000.000000","Fc","9932.000000","Fc","10000.000000","Fc","9936.000000","Fc","9876.000000","Fc","9879.000000","Fc","9882.000000","Fc","9885.000000","Fc","9832.000000","Fc","9837.000000","Fc","9840.000000","Fc","9793.000000","Fc","9848.000000","Fc","9802.000000","Fc","9758.000000","Fc","10000.000000","Fc","10000.000000","Fc","10000.000000","Fc","10000.000000","Fc","10000.000000","Fc","9957.000000","Fc"
"160","Niue","603","Fruit, tropical fresh nes","5510","Production","tonnes","4.000000","F","4.000000","F","5.000000","F","5.000000","F","6.000000","F",,,,,,,"150.000000","F","220.000000","F","300.000000","F","200.000000","F","200.000000","F","280.000000","F","500.000000","F","400.000000","F","550.000000","F","600.000000","F","600.000000","F","550.000000","F","600.000000","F","500.000000","F","500.000000","F","500.000000","F","500.000000","F","500.000000","F","500.000000","F","500.000000","F","500.000000","F","100.000000","F","105.000000","Im","111.000000","Im","116.000000","Im","121.000000","Im","125.000000","Im","129.000000","Im","134.000000","Im","138.000000","Im","142.000000","Im","146.000000","Im","151.000000","Im","155.000000","Im","159.000000","Im","163.000000","Im","168.000000","Im","172.000000","Im","176.000000","Im","181.000000","Im","185.000000","Im","189.000000","Im","194.000000","Im","198.000000","Im","202.000000","Im","215.000000","Im","214.000000","Im","218.000000","Im","220.000000","F","224.000000","Im","230.000000","Im"
"160","Niue","497","Lemons and limes","5312","Area harvested","ha",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M","40.000000","F","40.000000","F","45.000000","F","45.000000","F","45.000000","F","20.000000","F","20.000000","F","20.000000","F","20.000000","F","20.000000","F","20.000000","F","20.000000","F","20.000000","Im","21.000000","Im","21.000000","Im","21.000000","Im","21.000000","Im","21.000000","Im","21.000000","Im","21.000000","Im","22.000000","Im","22.000000","Im","25.000000","F","23.000000","Im","24.000000","Im","25.000000","Im","26.000000","Im","27.000000","F","26.000000","Im","28.000000","Im","28.000000","Im","29.000000","Im","30.000000","Im","31.000000","Im","32.000000","Im"
